Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
10/02/2023,APRD,4SPX  240328P03656950,4SPX  240328P03656950,SPX 03/28/2024 3656.95 P,255.00,44.146600,1125738.30,10.78%,10447307.50,425000,17.000000000000,
10/02/2023,APRD,4SPX  240328P03698040,4SPX  240328P03698040,SPX 03/28/2024 3698.04 P,-272.00,47.754600,-1298925.12,-12.43%,10447307.50,425000,17.000000000000,
10/02/2023,APRD,4XSP  240328P00369800,4XSP  240328P00369800,XSP 03/28/2024 369.8 P,-85.00,4.723400,-40148.90,-0.38%,10447307.50,425000,17.000000000000,
10/02/2023,APRD,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,243000.00,98.717475,239883.46,2.30%,10447307.50,425000,17.000000000000,
10/02/2023,APRD,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,10686300.00,97.475613,10416536.43,99.71%,10447307.50,425000,17.000000000000,
10/02/2023,APRD,Cash&Other,Cash&Other,Cash & Other,3844.23,1.000000,3844.23,0.04%,10447307.50,425000,17.000000000000,Y
10/02/2023,APRH,4SPX  240328P03246050,4SPX  240328P03246050,SPX 03/28/2024 3246.05 P,1346.00,21.208000,2854596.80,10.32%,27671512.50,1125000,45.000000000000,
10/02/2023,APRH,4SPX  240328P03287140,4SPX  240328P03287140,SPX 03/28/2024 3287.14 P,-1391.00,22.730800,-3161854.28,-11.43%,27671512.50,1125000,45.000000000000,
10/02/2023,APRH,4XSP  240328P00328710,4XSP  240328P00328710,XSP 03/28/2024 328.71 P,-223.00,2.235000,-49840.50,-0.18%,27671512.50,1125000,45.000000000000,
10/02/2023,APRH,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,548000.00,98.717475,540971.76,1.95%,27671512.50,1125000,45.000000000000,
10/02/2023,APRH,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,28184200.00,97.475613,27472721.72,99.28%,27671512.50,1125000,45.000000000000,
10/02/2023,APRH,Cash&Other,Cash&Other,Cash & Other,13886.36,1.000000,13886.36,0.05%,27671512.50,1125000,45.000000000000,Y
10/02/2023,APRJ,4SPX  240328P02835160,4SPX  240328P02835160,SPX 03/28/2024 2835.16 P,3768.00,11.005700,4146947.76,8.04%,51572010.00,2100000,84.000000000000,
10/02/2023,APRJ,4SPX  240328P02876250,4SPX  240328P02876250,SPX 03/28/2024 2876.25 P,-3852.00,11.719400,-4514312.88,-8.75%,51572010.00,2100000,84.000000000000,
10/02/2023,APRJ,4XSP  240328P00287630,4XSP  240328P00287630,XSP 03/28/2024 287.63 P,-416.00,1.150500,-47860.80,-0.09%,51572010.00,2100000,84.000000000000,
10/02/2023,APRJ,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,841700.00,98.717475,830904.99,1.61%,51572010.00,2100000,84.000000000000,
10/02/2023,APRJ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,52427700.00,97.475613,51104221.96,99.09%,51572010.00,2100000,84.000000000000,
10/02/2023,APRJ,Cash&Other,Cash&Other,Cash & Other,50142.92,1.000000,50142.92,0.10%,51572010.00,2100000,84.000000000000,Y
10/02/2023,APRQ,4SPX  240328P02424270,4SPX  240328P02424270,SPX 03/28/2024 2424.27 P,3768.00,5.941600,2238794.88,5.80%,38600100.00,1575000,63.000000000000,
10/02/2023,APRQ,4SPX  240328P02465360,4SPX  240328P02465360,SPX 03/28/2024 2465.36 P,-3831.00,6.317900,-2420387.49,-6.27%,38600100.00,1575000,63.000000000000,
10/02/2023,APRQ,4XSP  240328P00246540,4XSP  240328P00246540,XSP 03/28/2024 246.54 P,-312.00,0.621300,-19384.56,-0.05%,38600100.00,1575000,63.000000000000,
10/02/2023,APRQ,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,531800.00,98.717475,524979.53,1.36%,38600100.00,1575000,63.000000000000,
10/02/2023,APRQ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,39208500.00,97.475613,38218725.72,99.01%,38600100.00,1575000,63.000000000000,
10/02/2023,APRQ,Cash&Other,Cash&Other,Cash & Other,55880.49,1.000000,55880.49,0.14%,38600100.00,1575000,63.000000000000,Y
10/02/2023,BALT,4SPY  231229C00001070,4SPY  231229C00001070,SPY 12/29/2023 1.07 C,10577.00,424.500000,448993650.00,99.49%,451309732.50,16225000,649.000000000000,
10/02/2023,BALT,4SPY  231229C00439490,4SPY  231229C00439490,SPY 12/29/2023 439.49 C,-10577.00,8.440000,-8926988.00,-1.98%,451309732.50,16225000,649.000000000000,
10/02/2023,BALT,4SPY  231229P00341980,4SPY  231229P00341980,SPY 12/29/2023 341.98 P,-10577.00,1.010000,-1068277.00,-0.24%,451309732.50,16225000,649.000000000000,
10/02/2023,BALT,4SPY  231229P00427480,4SPY  231229P00427480,SPY 12/29/2023 427.48 P,10577.00,11.320000,11973164.00,2.65%,451309732.50,16225000,649.000000000000,
10/02/2023,BALT,Cash&Other,Cash&Other,Cash & Other,183596.15,1.000000,183596.15,0.04%,451309732.50,16225000,649.000000000000,Y
10/02/2023,BAPR,2SPY  240328C00004110,2SPY  240328C00004110,SPY 03/28/2024 4.11 C,3619.00,420.174800,152061260.12,98.79%,153924760.00,4400000,176.000000000000,
10/02/2023,BAPR,2SPY  240328C00491840,2SPY  240328C00491840,SPY 03/28/2024 491.84 C,-3619.00,1.348800,-488130.72,-0.32%,153924760.00,4400000,176.000000000000,
10/02/2023,BAPR,2SPY  240328P00372540,2SPY  240328P00372540,SPY 03/28/2024 372.54 P,-3619.00,5.194300,-1879817.17,-1.22%,153924760.00,4400000,176.000000000000,
10/02/2023,BAPR,2SPY  240328P00409400,2SPY  240328P00409400,SPY 03/28/2024 409.4 P,3619.00,10.870200,3933925.38,2.56%,153924760.00,4400000,176.000000000000,
10/02/2023,BAPR,Cash&Other,Cash&Other,Cash & Other,290974.83,1.000000,290974.83,0.19%,153924760.00,4400000,176.000000000000,Y
10/02/2023,BAUG,2SPY  240731C00004590,2SPY  240731C00004590,SPY 07/31/2024 4.59 C,4319.00,418.298500,180663122.15,96.53%,187151852.50,5675000,227.000000000000,
10/02/2023,BAUG,2SPY  240731C00550950,2SPY  240731C00550950,SPY 07/31/2024 550.95 C,-4319.00,0.527900,-228000.01,-0.12%,187151852.50,5675000,227.000000000000,
10/02/2023,BAUG,2SPY  240731P00416590,2SPY  240731P00416590,SPY 07/31/2024 416.59 P,-4319.00,16.885200,-7292717.88,-3.90%,187151852.50,5675000,227.000000000000,
10/02/2023,BAUG,2SPY  240731P00457800,2SPY  240731P00457800,SPY 07/31/2024 457.8 P,4319.00,31.479300,13595909.67,7.26%,187151852.50,5675000,227.000000000000,
10/02/2023,BAUG,Cash&Other,Cash&Other,Cash & Other,405590.70,1.000000,405590.70,0.22%,187151852.50,5675000,227.000000000000,Y
10/02/2023,BDEC,2SPY  231130C00004090,2SPY  231130C00004090,SPY 11/30/2023 4.09 C,2295.00,423.166300,97116665.85,99.09%,98005880.00,2800000,112.000000000000,
10/02/2023,BDEC,2SPY  231130C00509600,2SPY  231130C00509600,SPY 11/30/2023 509.6 C,-2295.00,0.028400,-6517.80,-0.01%,98005880.00,2800000,112.000000000000,
10/02/2023,BDEC,2SPY  231130P00370990,2SPY  231130P00370990,SPY 11/30/2023 370.99 P,-2295.00,1.169200,-268331.40,-0.27%,98005880.00,2800000,112.000000000000,
10/02/2023,BDEC,2SPY  231130P00407690,2SPY  231130P00407690,SPY 11/30/2023 407.69 P,2295.00,4.326200,992862.90,1.01%,98005880.00,2800000,112.000000000000,
10/02/2023,BDEC,Cash&Other,Cash&Other,Cash & Other,167026.02,1.000000,167026.02,0.17%,98005880.00,2800000,112.000000000000,Y
10/02/2023,BFEB,2SPY  240131C00004080,2SPY  240131C00004080,SPY 01/31/2024 4.08 C,2309.00,421.740000,97379766.00,98.94%,98424685.00,2950000,118.000000000000,
10/02/2023,BFEB,2SPY  240131C00485660,2SPY  240131C00485660,SPY 01/31/2024 485.66 C,-2309.00,0.680000,-157012.00,-0.16%,98424685.00,2950000,118.000000000000,
10/02/2023,BFEB,2SPY  240131P00369900,2SPY  240131P00369900,SPY 01/31/2024 369.9 P,-2309.00,3.110000,-718099.00,-0.73%,98424685.00,2950000,118.000000000000,
10/02/2023,BFEB,2SPY  240131P00406490,2SPY  240131P00406490,SPY 01/31/2024 406.49 P,2309.00,7.460000,1722514.00,1.75%,98424685.00,2950000,118.000000000000,
10/02/2023,BFEB,Cash&Other,Cash&Other,Cash & Other,193309.54,1.000000,193309.54,0.20%,98424685.00,2950000,118.000000000000,Y
10/02/2023,BJAN,2SPY  231229C00003840,2SPY  231229C00003840,SPY 12/29/2023 3.84 C,3469.00,421.730000,146298137.00,99.50%,147035600.00,4000000,160.000000000000,
