Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
10/30/2023,APRD,4SPX  240328P03656950,4SPX  240328P03656950,SPX 03/28/2024 3656.95 P,195.00,62.058900,1210148.55,15.24%,7939652.50,325000,13.000000000000,
10/30/2023,APRD,4SPX  240328P03698040,4SPX  240328P03698040,SPX 03/28/2024 3698.04 P,-208.00,67.724000,-1408659.20,-17.74%,7939652.50,325000,13.000000000000,
10/30/2023,APRD,4XSP  240328P00369800,4XSP  240328P00369800,XSP 03/28/2024 369.8 P,-65.00,6.847700,-44510.05,-0.56%,7939652.50,325000,13.000000000000,
10/30/2023,APRD,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,185600.00,99.132208,183989.38,2.32%,7939652.50,325000,13.000000000000,
10/30/2023,APRD,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,8164100.00,97.895715,7992304.07,100.66%,7939652.50,325000,13.000000000000,
10/30/2023,APRD,Cash&Other,Cash&Other,Cash & Other,6209.57,1.000000,6209.57,0.08%,7939652.50,325000,13.000000000000,Y
10/30/2023,APRH,4SPX  240328P03246050,4SPX  240328P03246050,SPX 03/28/2024 3246.05 P,1286.00,27.569900,3545489.14,13.42%,26413180.00,1075000,43.000000000000,
10/30/2023,APRH,4SPX  240328P03287140,4SPX  240328P03287140,SPX 03/28/2024 3287.14 P,-1329.00,29.720700,-3949881.03,-14.95%,26413180.00,1075000,43.000000000000,
10/30/2023,APRH,4XSP  240328P00328710,4XSP  240328P00328710,XSP 03/28/2024 328.71 P,-213.00,3.018700,-64298.31,-0.24%,26413180.00,1075000,43.000000000000,
10/30/2023,APRH,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,523300.00,99.132208,518758.84,1.96%,26413180.00,1075000,43.000000000000,
10/30/2023,APRH,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,26913500.00,97.895715,26347163.26,99.75%,26413180.00,1075000,43.000000000000,
10/30/2023,APRH,Cash&Other,Cash&Other,Cash & Other,15381.20,1.000000,15381.20,0.06%,26413180.00,1075000,43.000000000000,Y
10/30/2023,APRJ,4SPX  240328P02835160,4SPX  240328P02835160,SPX 03/28/2024 2835.16 P,3675.00,13.934800,5121039.00,10.16%,50419545.00,2050000,82.000000000000,
10/30/2023,APRJ,4SPX  240328P02876250,4SPX  240328P02876250,SPX 03/28/2024 2876.25 P,-3757.00,14.845900,-5577604.63,-11.06%,50419545.00,2050000,82.000000000000,
10/30/2023,APRJ,4XSP  240328P00287630,4XSP  240328P00287630,XSP 03/28/2024 287.63 P,-405.00,1.489800,-60336.90,-0.12%,50419545.00,2050000,82.000000000000,
10/30/2023,APRJ,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,820900.00,99.132208,813776.30,1.61%,50419545.00,2050000,82.000000000000,
10/30/2023,APRJ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,51134000.00,97.895715,50057994.91,99.28%,50419545.00,2050000,82.000000000000,
10/30/2023,APRJ,Cash&Other,Cash&Other,Cash & Other,63598.35,1.000000,63598.35,0.13%,50419545.00,2050000,82.000000000000,Y
10/30/2023,APRQ,4SPX  240328P02424270,4SPX  240328P02424270,SPX 03/28/2024 2424.27 P,3228.00,7.900000,2550120.00,7.69%,33141555.00,1350000,54.000000000000,
10/30/2023,APRQ,4SPX  240328P02465360,4SPX  240328P02465360,SPX 03/28/2024 2465.36 P,-3282.00,8.430000,-2766726.00,-8.35%,33141555.00,1350000,54.000000000000,
10/30/2023,APRQ,4XSP  240328P00246540,4XSP  240328P00246540,XSP 03/28/2024 246.54 P,-267.00,0.850000,-22695.00,-0.07%,33141555.00,1350000,54.000000000000,
10/30/2023,APRQ,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,455500.00,99.132208,451547.21,1.36%,33141555.00,1350000,54.000000000000,
10/30/2023,APRQ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,33586200.00,97.895715,32879450.63,99.21%,33141555.00,1350000,54.000000000000,
10/30/2023,APRQ,Cash&Other,Cash&Other,Cash & Other,50035.26,1.000000,50035.26,0.15%,33141555.00,1350000,54.000000000000,Y
10/30/2023,BALT,4SPY  231229C00001070,4SPY  231229C00001070,SPY 12/29/2023 1.07 C,11397.00,407.852600,464829608.22,96.00%,484218000.00,17500000,700.000000000000,
10/30/2023,BALT,4SPY  231229C00439490,4SPY  231229C00439490,SPY 12/29/2023 439.49 C,-11397.00,2.154400,-2455369.68,-0.51%,484218000.00,17500000,700.000000000000,
10/30/2023,BALT,4SPY  231229P00341980,4SPY  231229P00341980,SPY 12/29/2023 341.98 P,-11397.00,1.179600,-1344390.12,-0.28%,484218000.00,17500000,700.000000000000,
10/30/2023,BALT,4SPY  231229P00427480,4SPY  231229P00427480,SPY 12/29/2023 427.48 P,11397.00,19.955800,22743625.26,4.70%,484218000.00,17500000,700.000000000000,
10/30/2023,BALT,Cash&Other,Cash&Other,Cash & Other,435459.02,1.000000,435459.02,0.09%,484218000.00,17500000,700.000000000000,Y
10/30/2023,BAPR,2SPY  240328C00004110,2SPY  240328C00004110,SPY 03/28/2024 4.11 C,3617.00,403.500800,145946239.36,97.75%,149306520.00,4400000,176.000000000000,
