Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
10/06/2023,APRD,4SPX  240328P03656950,4SPX  240328P03656950,SPX 03/28/2024 3656.95 P,254.00,48.437500,1230312.50,11.80%,10429797.50,425000,17.000000000000,
10/06/2023,APRD,4SPX  240328P03698040,4SPX  240328P03698040,SPX 03/28/2024 3698.04 P,-271.00,52.473600,-1422034.56,-13.63%,10429797.50,425000,17.000000000000,
10/06/2023,APRD,4XSP  240328P00369800,4XSP  240328P00369800,XSP 03/28/2024 369.8 P,-84.00,5.245600,-44063.04,-0.42%,10429797.50,425000,17.000000000000,
10/06/2023,APRD,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,243000.00,98.775462,240024.37,2.30%,10429797.50,425000,17.000000000000,
10/06/2023,APRD,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,10686300.00,97.539069,10423317.53,99.94%,10429797.50,425000,17.000000000000,
10/06/2023,APRD,Cash&Other,Cash&Other,Cash & Other,1567.65,1.000000,1567.65,0.02%,10429797.50,425000,17.000000000000,Y
10/06/2023,APRH,4SPX  240328P03246050,4SPX  240328P03246050,SPX 03/28/2024 3246.05 P,1346.00,22.872600,3078651.96,11.13%,27651712.50,1125000,45.000000000000,
10/06/2023,APRH,4SPX  240328P03287140,4SPX  240328P03287140,SPX 03/28/2024 3287.14 P,-1391.00,24.561200,-3416462.92,-12.36%,27651712.50,1125000,45.000000000000,
10/06/2023,APRH,4XSP  240328P00328710,4XSP  240328P00328710,XSP 03/28/2024 328.71 P,-223.00,2.438200,-54371.86,-0.20%,27651712.50,1125000,45.000000000000,
10/06/2023,APRH,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,548000.00,98.775462,541289.53,1.96%,27651712.50,1125000,45.000000000000,
10/06/2023,APRH,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,28184200.00,97.539069,27490606.29,99.42%,27651712.50,1125000,45.000000000000,
10/06/2023,APRH,Cash&Other,Cash&Other,Cash & Other,10217.86,1.000000,10217.86,0.04%,27651712.50,1125000,45.000000000000,Y
10/06/2023,APRJ,4SPX  240328P02835160,4SPX  240328P02835160,SPX 03/28/2024 2835.16 P,3765.00,11.711200,4409266.80,8.55%,51569700.00,2100000,84.000000000000,
10/06/2023,APRJ,4SPX  240328P02876250,4SPX  240328P02876250,SPX 03/28/2024 2876.25 P,-3849.00,12.479600,-4803398.04,-9.31%,51569700.00,2100000,84.000000000000,
10/06/2023,APRJ,4XSP  240328P00287630,4XSP  240328P00287630,XSP 03/28/2024 287.63 P,-415.00,1.237400,-51352.10,-0.10%,51569700.00,2100000,84.000000000000,
10/06/2023,APRJ,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,841700.00,98.775462,831393.06,1.61%,51569700.00,2100000,84.000000000000,
10/06/2023,APRJ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,52427700.00,97.539069,51137490.48,99.16%,51569700.00,2100000,84.000000000000,
10/06/2023,APRJ,Cash&Other,Cash&Other,Cash & Other,42987.14,1.000000,42987.14,0.08%,51569700.00,2100000,84.000000000000,Y
10/06/2023,APRQ,4SPX  240328P02424270,4SPX  240328P02424270,SPX 03/28/2024 2424.27 P,3768.00,6.334500,2386839.60,6.18%,38609392.50,1575000,63.000000000000,
10/06/2023,APRQ,4SPX  240328P02465360,4SPX  240328P02465360,SPX 03/28/2024 2465.36 P,-3831.00,6.729700,-2578148.07,-6.68%,38609392.50,1575000,63.000000000000,
10/06/2023,APRQ,4XSP  240328P00246540,4XSP  240328P00246540,XSP 03/28/2024 246.54 P,-312.00,0.683000,-21309.60,-0.06%,38609392.50,1575000,63.000000000000,
10/06/2023,APRQ,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,531800.00,98.775462,525287.91,1.36%,38609392.50,1575000,63.000000000000,
10/06/2023,APRQ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,39208500.00,97.539069,38243605.87,99.05%,38609392.50,1575000,63.000000000000,
10/06/2023,APRQ,Cash&Other,Cash&Other,Cash & Other,50630.63,1.000000,50630.63,0.13%,38609392.50,1575000,63.000000000000,Y
10/06/2023,BALT,4SPY  231229C00001070,4SPY  231229C00001070,SPY 12/29/2023 1.07 C,10848.00,421.387900,457121593.92,98.85%,462440430.00,16650000,666.000000000000,
10/06/2023,BALT,4SPY  231229C00439490,4SPY  231229C00439490,SPY 12/29/2023 439.49 C,-10848.00,7.248400,-7863064.32,-1.70%,462440430.00,16650000,666.000000000000,
10/06/2023,BALT,4SPY  231229P00341980,4SPY  231229P00341980,SPY 12/29/2023 341.98 P,-10848.00,1.057200,-1146850.56,-0.25%,462440430.00,16650000,666.000000000000,
10/06/2023,BALT,4SPY  231229P00427480,4SPY  231229P00427480,SPY 12/29/2023 427.48 P,10848.00,12.817200,13904098.56,3.01%,462440430.00,16650000,666.000000000000,
10/06/2023,BALT,Cash&Other,Cash&Other,Cash & Other,398702.07,1.000000,398702.07,0.09%,462440430.00,16650000,666.000000000000,Y
10/06/2023,BAPR,2SPY  240328C00004110,2SPY  240328C00004110,SPY 03/28/2024 4.11 C,3577.00,417.157600,149217273.52,98.57%,151379130.00,4350000,174.000000000000,
10/06/2023,BAPR,2SPY  240328C00491840,2SPY  240328C00491840,SPY 03/28/2024 491.84 C,-3577.00,1.161100,-415325.47,-0.27%,151379130.00,4350000,174.000000000000,
10/06/2023,BAPR,2SPY  240328P00372540,2SPY  240328P00372540,SPY 03/28/2024 372.54 P,-3577.00,5.645200,-2019288.04,-1.33%,151379130.00,4350000,174.000000000000,
10/06/2023,BAPR,2SPY  240328P00409400,2SPY  240328P00409400,SPY 03/28/2024 409.4 P,3577.00,11.969400,4281454.38,2.83%,151379130.00,4350000,174.000000000000,
10/06/2023,BAPR,Cash&Other,Cash&Other,Cash & Other,305348.05,1.000000,305348.05,0.20%,151379130.00,4350000,174.000000000000,Y
10/06/2023,BAUG,2SPY  240731C00004590,2SPY  240731C00004590,SPY 07/31/2024 4.59 C,4319.00,415.176800,179314859.92,96.30%,186201290.00,5675000,227.000000000000,
10/06/2023,BAUG,2SPY  240731C00550950,2SPY  240731C00550950,SPY 07/31/2024 550.95 C,-4319.00,0.481000,-207743.90,-0.11%,186201290.00,5675000,227.000000000000,
10/06/2023,BAUG,2SPY  240731P00416590,2SPY  240731P00416590,SPY 07/31/2024 416.59 P,-4319.00,18.454000,-7970282.60,-4.28%,186201290.00,5675000,227.000000000000,
10/06/2023,BAUG,2SPY  240731P00457800,2SPY  240731P00457800,SPY 07/31/2024 457.8 P,4319.00,33.967300,14670476.87,7.88%,186201290.00,5675000,227.000000000000,
10/06/2023,BAUG,Cash&Other,Cash&Other,Cash & Other,382113.82,1.000000,382113.82,0.21%,186201290.00,5675000,227.000000000000,Y
10/06/2023,BDEC,2SPY  231130C00004090,2SPY  231130C00004090,SPY 11/30/2023 4.09 C,2295.00,420.120600,96417677.70,99.01%,97383160.00,2800000,112.000000000000,
10/06/2023,BDEC,2SPY  231130C00509600,2SPY  231130C00509600,SPY 11/30/2023 509.6 C,-2295.00,0.007400,-1698.30,0.00%,97383160.00,2800000,112.000000000000,
10/06/2023,BDEC,2SPY  231130P00370990,2SPY  231130P00370990,SPY 11/30/2023 370.99 P,-2295.00,1.144000,-262548.00,-0.27%,97383160.00,2800000,112.000000000000,
10/06/2023,BDEC,2SPY  231130P00407690,2SPY  231130P00407690,SPY 11/30/2023 407.69 P,2295.00,4.657000,1068781.50,1.10%,97383160.00,2800000,112.000000000000,
10/06/2023,BDEC,Cash&Other,Cash&Other,Cash & Other,154722.88,1.000000,154722.88,0.16%,97383160.00,2800000,112.000000000000,Y
10/06/2023,BFEB,2SPY  240131C00004080,2SPY  240131C00004080,SPY 01/31/2024 4.08 C,2309.00,418.545000,96642040.50,98.76%,97857105.00,2950000,118.000000000000,
10/06/2023,BFEB,2SPY  240131C00485660,2SPY  240131C00485660,SPY 01/31/2024 485.66 C,-2309.00,0.549200,-126810.28,-0.13%,97857105.00,2950000,118.000000000000,
10/06/2023,BFEB,2SPY  240131P00369900,2SPY  240131P00369900,SPY 01/31/2024 369.9 P,-2309.00,3.361600,-776193.44,-0.79%,97857105.00,2950000,118.000000000000,
10/06/2023,BFEB,2SPY  240131P00406490,2SPY  240131P00406490,SPY 01/31/2024 406.49 P,2309.00,8.362800,1930970.52,1.97%,97857105.00,2950000,118.000000000000,
10/06/2023,BFEB,Cash&Other,Cash&Other,Cash & Other,180853.77,1.000000,180853.77,0.18%,97857105.00,2950000,118.000000000000,Y
