Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
10/26/2023,APRD,4SPX  240328P03656950,4SPX  240328P03656950,SPX 03/28/2024 3656.95 P,195.00,54.529200,1063319.40,13.34%,7970917.50,325000,13.000000000000,
10/26/2023,APRD,4SPX  240328P03698040,4SPX  240328P03698040,SPX 03/28/2024 3698.04 P,-208.00,59.232100,-1232027.68,-15.46%,7970917.50,325000,13.000000000000,
10/26/2023,APRD,4XSP  240328P00369800,4XSP  240328P00369800,XSP 03/28/2024 369.8 P,-65.00,5.961900,-38752.35,-0.49%,7970917.50,325000,13.000000000000,
10/26/2023,APRD,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,185600.00,99.071596,183876.88,2.31%,7970917.50,325000,13.000000000000,
10/26/2023,APRD,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,8164100.00,97.836242,7987448.63,100.21%,7970917.50,325000,13.000000000000,
10/26/2023,APRD,Cash&Other,Cash&Other,Cash & Other,6881.77,1.000000,6881.77,0.09%,7970917.50,325000,13.000000000000,Y
10/26/2023,APRH,4SPX  240328P03246050,4SPX  240328P03246050,SPX 03/28/2024 3246.05 P,1286.00,25.374000,3263096.40,12.34%,26451450.00,1075000,43.000000000000,
10/26/2023,APRH,4SPX  240328P03287140,4SPX  240328P03287140,SPX 03/28/2024 3287.14 P,-1329.00,27.243400,-3620647.86,-13.69%,26451450.00,1075000,43.000000000000,
10/26/2023,APRH,4XSP  240328P00328710,4XSP  240328P00328710,XSP 03/28/2024 328.71 P,-213.00,2.761700,-58824.21,-0.22%,26451450.00,1075000,43.000000000000,
10/26/2023,APRH,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,523300.00,99.071596,518441.66,1.96%,26451450.00,1075000,43.000000000000,
10/26/2023,APRH,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,26913500.00,97.836242,26331156.99,99.55%,26451450.00,1075000,43.000000000000,
10/26/2023,APRH,Cash&Other,Cash&Other,Cash & Other,17659.25,1.000000,17659.25,0.07%,26451450.00,1075000,43.000000000000,Y
10/26/2023,APRJ,4SPX  240328P02835160,4SPX  240328P02835160,SPX 03/28/2024 2835.16 P,3675.00,13.174100,4841481.75,9.60%,50428565.00,2050000,82.000000000000,
10/26/2023,APRJ,4SPX  240328P02876250,4SPX  240328P02876250,SPX 03/28/2024 2876.25 P,-3757.00,14.015900,-5265773.63,-10.44%,50428565.00,2050000,82.000000000000,
10/26/2023,APRJ,4XSP  240328P00287630,4XSP  240328P00287630,XSP 03/28/2024 287.63 P,-405.00,1.405400,-56918.70,-0.11%,50428565.00,2050000,82.000000000000,
10/26/2023,APRJ,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,820900.00,99.071596,813278.73,1.61%,50428565.00,2050000,82.000000000000,
10/26/2023,APRJ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,51134000.00,97.836242,50027583.98,99.20%,50428565.00,2050000,82.000000000000,
10/26/2023,APRJ,Cash&Other,Cash&Other,Cash & Other,67834.34,1.000000,67834.34,0.13%,50428565.00,2050000,82.000000000000,Y
10/26/2023,APRQ,4SPX  240328P02424270,4SPX  240328P02424270,SPX 03/28/2024 2424.27 P,3408.00,7.291300,2484875.04,7.10%,35003700.00,1425000,57.000000000000,
10/26/2023,APRQ,4SPX  240328P02465360,4SPX  240328P02465360,SPX 03/28/2024 2465.36 P,-3465.00,7.721800,-2675603.70,-7.64%,35003700.00,1425000,57.000000000000,
10/26/2023,APRQ,4XSP  240328P00246540,4XSP  240328P00246540,XSP 03/28/2024 246.54 P,-282.00,0.799100,-22534.62,-0.06%,35003700.00,1425000,57.000000000000,
10/26/2023,APRQ,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,480900.00,99.071596,476435.31,1.36%,35003700.00,1425000,57.000000000000,
10/26/2023,APRQ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,35459000.00,97.836242,34691753.05,99.11%,35003700.00,1425000,57.000000000000,
10/26/2023,APRQ,Cash&Other,Cash&Other,Cash & Other,48027.03,1.000000,48027.03,0.14%,35003700.00,1425000,57.000000000000,Y
10/26/2023,BALT,4SPY  231229C00001070,4SPY  231229C00001070,SPY 12/29/2023 1.07 C,11317.00,414.941600,469589408.72,97.37%,482277875.00,17375000,695.000000000000,
10/26/2023,BALT,4SPY  231229C00439490,4SPY  231229C00439490,SPY 12/29/2023 439.49 C,-11317.00,3.673400,-4157186.78,-0.86%,482277875.00,17375000,695.000000000000,
10/26/2023,BALT,4SPY  231229P00341980,4SPY  231229P00341980,SPY 12/29/2023 341.98 P,-11317.00,1.102000,-1247133.40,-0.26%,482277875.00,17375000,695.000000000000,
10/26/2023,BALT,4SPY  231229P00427480,4SPY  231229P00427480,SPY 12/29/2023 427.48 P,11317.00,15.619000,17676022.30,3.67%,482277875.00,17375000,695.000000000000,
10/26/2023,BALT,Cash&Other,Cash&Other,Cash & Other,407740.42,1.000000,407740.42,0.08%,482277875.00,17375000,695.000000000000,Y
10/26/2023,BAPR,2SPY  240328C00004110,2SPY  240328C00004110,SPY 03/28/2024 4.11 C,3617.00,410.686700,148545379.39,98.18%,151300160.00,4400000,176.000000000000,
10/26/2023,BAPR,2SPY  240328C00491840,2SPY  240328C00491840,SPY 03/28/2024 491.84 C,-3617.00,0.597900,-216260.43,-0.14%,151300160.00,4400000,176.000000000000,
10/26/2023,BAPR,2SPY  240328P00372540,2SPY  240328P00372540,SPY 03/28/2024 372.54 P,-3617.00,6.394900,-2313035.33,-1.53%,151300160.00,4400000,176.000000000000,
10/26/2023,BAPR,2SPY  240328P00409400,2SPY  240328P00409400,SPY 03/28/2024 409.4 P,3617.00,13.775300,4982526.01,3.29%,151300160.00,4400000,176.000000000000,
10/26/2023,BAPR,Cash&Other,Cash&Other,Cash & Other,298328.50,1.000000,298328.50,0.20%,151300160.00,4400000,176.000000000000,Y
10/26/2023,BAUG,2SPY  240731C00004590,2SPY  240731C00004590,SPY 07/31/2024 4.59 C,4335.00,408.610000,177132435.00,95.76%,184978680.00,5700000,228.000000000000,
10/26/2023,BAUG,2SPY  240731C00550950,2SPY  240731C00550950,SPY 07/31/2024 550.95 C,-4335.00,0.250000,-108375.00,-0.06%,184978680.00,5700000,228.000000000000,
10/26/2023,BAUG,2SPY  240731P00416590,2SPY  240731P00416590,SPY 07/31/2024 416.59 P,-4335.00,20.830000,-9029805.00,-4.88%,184978680.00,5700000,228.000000000000,
10/26/2023,BAUG,2SPY  240731P00457800,2SPY  240731P00457800,SPY 07/31/2024 457.8 P,4335.00,38.150000,16538025.00,8.94%,184978680.00,5700000,228.000000000000,
10/26/2023,BAUG,Cash&Other,Cash&Other,Cash & Other,442726.81,1.000000,442726.81,0.24%,184978680.00,5700000,228.000000000000,Y
