Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
10/23/2023,APRD,4SPX  240328P03656950,4SPX  240328P03656950,SPX 03/28/2024 3656.95 P,195.00,56.525500,1102247.25,13.83%,7969455.00,325000,13.000000000000,
10/23/2023,APRD,4SPX  240328P03698040,4SPX  240328P03698040,SPX 03/28/2024 3698.04 P,-208.00,60.978400,-1268350.72,-15.92%,7969455.00,325000,13.000000000000,
10/23/2023,APRD,4XSP  240328P00369800,4XSP  240328P00369800,XSP 03/28/2024 369.8 P,-65.00,6.070600,-39458.90,-0.50%,7969455.00,325000,13.000000000000,
10/23/2023,APRD,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,185600.00,99.027875,183795.74,2.31%,7969455.00,325000,13.000000000000,
10/23/2023,APRD,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,8164100.00,97.790000,7983673.39,100.18%,7969455.00,325000,13.000000000000,
10/23/2023,APRD,Cash&Other,Cash&Other,Cash & Other,7377.41,1.000000,7377.41,0.09%,7969455.00,325000,13.000000000000,Y
10/23/2023,APRH,4SPX  240328P03246050,4SPX  240328P03246050,SPX 03/28/2024 3246.05 P,1286.00,27.908800,3589071.68,13.59%,26418232.50,1075000,43.000000000000,
10/23/2023,APRH,4SPX  240328P03287140,4SPX  240328P03287140,SPX 03/28/2024 3287.14 P,-1329.00,29.831900,-3964659.51,-15.01%,26418232.50,1075000,43.000000000000,
10/23/2023,APRH,4XSP  240328P00328710,4XSP  240328P00328710,XSP 03/28/2024 328.71 P,-213.00,2.959700,-63041.61,-0.24%,26418232.50,1075000,43.000000000000,
10/23/2023,APRH,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,523300.00,99.027875,518212.87,1.96%,26418232.50,1075000,43.000000000000,
10/23/2023,APRH,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,26913500.00,97.790000,26318711.65,99.62%,26418232.50,1075000,43.000000000000,
10/23/2023,APRH,Cash&Other,Cash&Other,Cash & Other,19370.09,1.000000,19370.09,0.07%,26418232.50,1075000,43.000000000000,Y
10/23/2023,APRJ,4SPX  240328P02835160,4SPX  240328P02835160,SPX 03/28/2024 2835.16 P,3720.00,14.941300,5558163.60,10.90%,50974242.50,2075000,83.000000000000,
10/23/2023,APRJ,4SPX  240328P02876250,4SPX  240328P02876250,SPX 03/28/2024 2876.25 P,-3803.00,15.851600,-6028363.48,-11.83%,50974242.50,2075000,83.000000000000,
10/23/2023,APRJ,4XSP  240328P00287630,4XSP  240328P00287630,XSP 03/28/2024 287.63 P,-410.00,1.584400,-64960.40,-0.13%,50974242.50,2075000,83.000000000000,
10/23/2023,APRJ,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,841100.00,99.027875,832923.46,1.63%,50974242.50,2075000,83.000000000000,
10/23/2023,APRJ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,52394800.00,97.790000,51236874.92,100.52%,50974242.50,2075000,83.000000000000,
10/23/2023,APRJ,Cash&Other,Cash&Other,Cash & Other,-561376.08,1.000000,-561376.08,-1.10%,50974242.50,2075000,83.000000000000,Y
10/23/2023,APRQ,4SPX  240328P02424270,4SPX  240328P02424270,SPX 03/28/2024 2424.27 P,3408.00,8.432000,2873625.60,8.22%,34959382.50,1425000,57.000000000000,
10/23/2023,APRQ,4SPX  240328P02465360,4SPX  240328P02465360,SPX 03/28/2024 2465.36 P,-3465.00,8.921200,-3091195.80,-8.84%,34959382.50,1425000,57.000000000000,
10/23/2023,APRQ,4XSP  240328P00246540,4XSP  240328P00246540,XSP 03/28/2024 246.54 P,-282.00,0.910600,-25678.92,-0.07%,34959382.50,1425000,57.000000000000,
10/23/2023,APRQ,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,480900.00,99.027875,476225.05,1.36%,34959382.50,1425000,57.000000000000,
10/23/2023,APRQ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,35459000.00,97.790000,34675356.10,99.19%,34959382.50,1425000,57.000000000000,
10/23/2023,APRQ,Cash&Other,Cash&Other,Cash & Other,50303.72,1.000000,50303.72,0.14%,34959382.50,1425000,57.000000000000,Y
10/23/2023,BALT,4SPY  231229C00001070,4SPY  231229C00001070,SPY 12/29/2023 1.07 C,11220.00,418.220000,469242840.00,98.08%,478427820.00,17225000,689.000000000000,
10/23/2023,BALT,4SPY  231229C00439490,4SPY  231229C00439490,SPY 12/29/2023 439.49 C,-11220.00,5.329600,-5979811.20,-1.25%,478427820.00,17225000,689.000000000000,
10/23/2023,BALT,4SPY  231229P00341980,4SPY  231229P00341980,SPY 12/29/2023 341.98 P,-11220.00,1.337400,-1500562.80,-0.31%,478427820.00,17225000,689.000000000000,
