Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
11/02/2023,APRD,4SPX  240328P03656950,4SPX  240328P03656950,SPX 03/28/2024 3656.95 P,195.00,36.518700,712114.65,8.86%,8036925.00,325000,13.000000000000,
11/02/2023,APRD,4SPX  240328P03698040,4SPX  240328P03698040,SPX 03/28/2024 3698.04 P,-208.00,40.139700,-834905.76,-10.39%,8036925.00,325000,13.000000000000,
11/02/2023,APRD,4XSP  240328P00369800,4XSP  240328P00369800,XSP 03/28/2024 369.8 P,-65.00,4.022600,-26146.90,-0.33%,8036925.00,325000,13.000000000000,
11/02/2023,APRD,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,185600.00,99.175050,184068.89,2.29%,8036925.00,325000,13.000000000000,
11/02/2023,APRD,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,8164100.00,97.940153,7995932.03,99.49%,8036925.00,325000,13.000000000000,
11/02/2023,APRD,Cash&Other,Cash&Other,Cash & Other,5688.67,1.000000,5688.67,0.07%,8036925.00,325000,13.000000000000,Y
11/02/2023,APRH,4SPX  240328P03246050,4SPX  240328P03246050,SPX 03/28/2024 3246.05 P,1286.00,15.389800,1979128.28,7.43%,26622375.00,1075000,43.000000000000,
11/02/2023,APRH,4SPX  240328P03287140,4SPX  240328P03287140,SPX 03/28/2024 3287.14 P,-1329.00,16.650700,-2212878.03,-8.31%,26622375.00,1075000,43.000000000000,
11/02/2023,APRH,4XSP  240328P00328710,4XSP  240328P00328710,XSP 03/28/2024 328.71 P,-213.00,1.699800,-36205.74,-0.14%,26622375.00,1075000,43.000000000000,
11/02/2023,APRH,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,523300.00,99.175050,518983.04,1.95%,26622375.00,1075000,43.000000000000,
11/02/2023,APRH,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,26913500.00,97.940153,26359123.08,99.01%,26622375.00,1075000,43.000000000000,
11/02/2023,APRH,Cash&Other,Cash&Other,Cash & Other,13649.90,1.000000,13649.90,0.05%,26622375.00,1075000,43.000000000000,Y
11/02/2023,APRJ,4SPX  240328P02835160,4SPX  240328P02835160,SPX 03/28/2024 2835.16 P,3540.00,7.669700,2715073.80,5.56%,48819630.00,1975000,79.000000000000,
11/02/2023,APRJ,4SPX  240328P02876250,4SPX  240328P02876250,SPX 03/28/2024 2876.25 P,-3619.00,8.167000,-2955637.30,-6.05%,48819630.00,1975000,79.000000000000,
11/02/2023,APRJ,4XSP  240328P00287630,4XSP  240328P00287630,XSP 03/28/2024 287.63 P,-390.00,0.822200,-32065.80,-0.07%,48819630.00,1975000,79.000000000000,
11/02/2023,APRJ,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,790800.00,99.175050,784276.30,1.61%,48819630.00,1975000,79.000000000000,
11/02/2023,APRJ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,49255800.00,97.940153,48241205.88,98.82%,48819630.00,1975000,79.000000000000,
11/02/2023,APRJ,Cash&Other,Cash&Other,Cash & Other,65723.26,1.000000,65723.26,0.13%,48819630.00,1975000,79.000000000000,Y
11/02/2023,APRQ,4SPX  240328P02424270,4SPX  240328P02424270,SPX 03/28/2024 2424.27 P,3228.00,4.340000,1400952.00,4.21%,33281145.00,1350000,54.000000000000,
11/02/2023,APRQ,4SPX  240328P02465360,4SPX  240328P02465360,SPX 03/28/2024 2465.36 P,-3282.00,4.577100,-1502204.22,-4.51%,33281145.00,1350000,54.000000000000,
11/02/2023,APRQ,4XSP  240328P00246540,4XSP  240328P00246540,XSP 03/28/2024 246.54 P,-267.00,0.461300,-12316.71,-0.04%,33281145.00,1350000,54.000000000000,
11/02/2023,APRQ,912796ZN2,912796ZN2,UNITED STATES TREAS BILLS 12/28/2023,455500.00,99.175050,451742.35,1.36%,33281145.00,1350000,54.000000000000,
11/02/2023,APRQ,912797LL9,912797LL9,UNITED STATES TREAS BILLS 03/21/2024,33586200.00,97.940153,32894375.67,98.84%,33281145.00,1350000,54.000000000000,
11/02/2023,APRQ,Cash&Other,Cash&Other,Cash & Other,47877.71,1.000000,47877.71,0.14%,33281145.00,1350000,54.000000000000,Y
11/02/2023,BALT,4SPY  231229C00001070,4SPY  231229C00001070,SPY 12/29/2023 1.07 C,11510.00,419.700000,483074700.00,98.17%,492056092.50,17675000,707.000000000000,
11/02/2023,BALT,4SPY  231229C00439490,4SPY  231229C00439490,SPY 12/29/2023 439.49 C,-11510.00,3.410000,-3924910.00,-0.80%,492056092.50,17675000,707.000000000000,
11/02/2023,BALT,4SPY  231229P00341980,4SPY  231229P00341980,SPY 12/29/2023 341.98 P,-11510.00,0.460000,-529460.00,-0.11%,492056092.50,17675000,707.000000000000,
11/02/2023,BALT,4SPY  231229P00427480,4SPY  231229P00427480,SPY 12/29/2023 427.48 P,11510.00,11.270000,12971770.00,2.64%,492056092.50,17675000,707.000000000000,
11/02/2023,BALT,Cash&Other,Cash&Other,Cash & Other,454941.82,1.000000,454941.82,0.09%,492056092.50,17675000,707.000000000000,Y
11/02/2023,BAPR,2SPY  240328C00004110,2SPY  240328C00004110,SPY 03/28/2024 4.11 C,3657.00,415.620000,151992234.00,98.43%,154419895.00,4450000,178.000000000000,
11/02/2023,BAPR,2SPY  240328C00491840,2SPY  240328C00491840,SPY 03/28/2024 491.84 C,-3657.00,0.500000,-182850.00,-0.12%,154419895.00,4450000,178.000000000000,
11/02/2023,BAPR,2SPY  240328P00372540,2SPY  240328P00372540,SPY 03/28/2024 372.54 P,-3657.00,4.360000,-1594452.00,-1.03%,154419895.00,4450000,178.000000000000,
11/02/2023,BAPR,2SPY  240328P00409400,2SPY  240328P00409400,SPY 03/28/2024 409.4 P,3657.00,10.600000,3876420.00,2.51%,154419895.00,4450000,178.000000000000,
11/02/2023,BAPR,Cash&Other,Cash&Other,Cash & Other,325773.31,1.000000,325773.31,0.21%,154419895.00,4450000,178.000000000000,Y
11/02/2023,BAUG,2SPY  240731C00004590,2SPY  240731C00004590,SPY 07/31/2024 4.59 C,4259.00,413.490000,176105391.00,95.97%,183495760.00,5600000,224.000000000000,
11/02/2023,BAUG,2SPY  240731C00550950,2SPY  240731C00550950,SPY 07/31/2024 550.95 C,-4259.00,0.210000,-89439.00,-0.05%,183495760.00,5600000,224.000000000000,
11/02/2023,BAUG,2SPY  240731P00416590,2SPY  240731P00416590,SPY 07/31/2024 416.59 P,-4259.00,17.380000,-7402142.00,-4.03%,183495760.00,5600000,224.000000000000,
11/02/2023,BAUG,2SPY  240731P00457800,2SPY  240731P00457800,SPY 07/31/2024 457.8 P,4259.00,33.980000,14472082.00,7.89%,183495760.00,5600000,224.000000000000,
11/02/2023,BAUG,Cash&Other,Cash&Other,Cash & Other,405898.76,1.000000,405898.76,0.22%,183495760.00,5600000,224.000000000000,Y
11/02/2023,BDEC,2SPY  231130C00004090,2SPY  231130C00004090,SPY 11/30/2023 4.09 C,2293.00,418.679400,96003186.42,99.31%,96668040.00,2800000,112.000000000000,
11/02/2023,BDEC,2SPY  231130C00509600,2SPY  231130C00509600,SPY 11/30/2023 509.6 C,-2293.00,0.009100,-2086.63,0.00%,96668040.00,2800000,112.000000000000,
11/02/2023,BDEC,2SPY  231130P00370990,2SPY  231130P00370990,SPY 11/30/2023 370.99 P,-2293.00,0.346100,-79360.73,-0.08%,96668040.00,2800000,112.000000000000,
11/02/2023,BDEC,2SPY  231130P00407690,2SPY  231130P00407690,SPY 11/30/2023 407.69 P,2293.00,2.431800,557611.74,0.58%,96668040.00,2800000,112.000000000000,
11/02/2023,BDEC,Cash&Other,Cash&Other,Cash & Other,186602.64,1.000000,186602.64,0.19%,96668040.00,2800000,112.000000000000,Y
11/02/2023,BFEB,2SPY  240131C00004080,2SPY  240131C00004080,SPY 01/31/2024 4.08 C,2424.00,416.910000,101058984.00,98.71%,102375950.00,3100000,124.000000000000,
11/02/2023,BFEB,2SPY  240131C00485660,2SPY  240131C00485660,SPY 01/31/2024 485.66 C,-2424.00,0.180000,-43632.00,-0.04%,102375950.00,3100000,124.000000000000,
11/02/2023,BFEB,2SPY  240131P00369900,2SPY  240131P00369900,SPY 01/31/2024 369.9 P,-2424.00,2.110000,-511464.00,-0.50%,102375950.00,3100000,124.000000000000,
11/02/2023,BFEB,2SPY  240131P00406490,2SPY  240131P00406490,SPY 01/31/2024 406.49 P,2424.00,6.730000,1631352.00,1.59%,102375950.00,3100000,124.000000000000,
11/02/2023,BFEB,Cash&Other,Cash&Other,Cash & Other,239028.09,1.000000,239028.09,0.23%,102375950.00,3100000,124.000000000000,Y
11/02/2023,BJAN,2SPY  231229C00003840,2SPY  231229C00003840,SPY 12/29/2023 3.84 C,3575.00,416.960000,149063200.00,99.53%,149763075.00,4125000,165.000000000000,
11/02/2023,BJAN,2SPY  231229C00478310,2SPY  231229C00478310,SPY 12/29/2023 478.31 C,-3575.00,0.080000,-28600.00,-0.02%,149763075.00,4125000,165.000000000000,
11/02/2023,BJAN,2SPY  231229P00348010,2SPY  231229P00348010,SPY 12/29/2023 348.01 P,-3575.00,0.530000,-189475.00,-0.13%,149763075.00,4125000,165.000000000000,
11/02/2023,BJAN,2SPY  231229P00382440,2SPY  231229P00382440,SPY 12/29/2023 382.44 P,3575.00,1.750000,625625.00,0.42%,149763075.00,4125000,165.000000000000,
11/02/2023,BJAN,Cash&Other,Cash&Other,Cash & Other,289083.76,1.000000,289083.76,0.19%,149763075.00,4125000,165.000000000000,Y
11/02/2023,BJUL,2SPY  240628C00004450,2SPY  240628C00004450,SPY 06/28/2024 4.45 C,8057.00,413.449300,333116101.01,96.76%,344287937.50,10075000,403.000000000000,
11/02/2023,BJUL,2SPY  240628C00528610,2SPY  240628C00528610,SPY 06/28/2024 528.61 C,-8057.00,0.360800,-290696.56,-0.08%,344287937.50,10075000,403.000000000000,
11/02/2023,BJUL,2SPY  240628P00403380,2SPY  240628P00403380,SPY 06/28/2024 403.38 P,-8057.00,12.731900,-10258091.83,-2.98%,344287937.50,10075000,403.000000000000,
11/02/2023,BJUL,2SPY  240628P00443290,2SPY  240628P00443290,SPY 06/28/2024 443.29 P,8057.00,26.029400,20971887.58,6.09%,344287937.50,10075000,403.000000000000,
11/02/2023,BJUL,Cash&Other,Cash&Other,Cash & Other,741305.98,1.000000,741305.98,0.22%,344287937.50,10075000,403.000000000000,Y
11/02/2023,BJUN,2SPY  240531C00004190,2SPY  240531C00004190,SPY 05/31/2024 4.19 C,2405.00,415.582500,99947591.25,98.17%,101811562.50,3125000,125.000000000000,
11/02/2023,BJUN,2SPY  240531C00501130,2SPY  240531C00501130,SPY 05/31/2024 501.13 C,-2405.00,0.966100,-232347.05,-0.23%,101811562.50,3125000,125.000000000000,
11/02/2023,BJUN,2SPY  240531P00380240,2SPY  240531P00380240,SPY 05/31/2024 380.24 P,-2405.00,7.191300,-1729507.65,-1.70%,101811562.50,3125000,125.000000000000,
11/02/2023,BJUN,2SPY  240531P00417860,2SPY  240531P00417860,SPY 05/31/2024 417.86 P,2405.00,15.124700,3637490.35,3.57%,101811562.50,3125000,125.000000000000,
11/02/2023,BJUN,Cash&Other,Cash&Other,Cash & Other,186138.10,1.000000,186138.10,0.18%,101811562.50,3125000,125.000000000000,Y
11/02/2023,BMAR,2SPY  240229C00003970,2SPY  240229C00003970,SPY 02/29/2024 3.97 C,2096.00,417.220800,87449479.68,99.07%,88266885.00,2450000,98.000000000000,
11/02/2023,BMAR,2SPY  240229C00480470,2SPY  240229C00480470,SPY 02/29/2024 480.47 C,-2096.00,0.631200,-132299.52,-0.15%,88266885.00,2450000,98.000000000000,
11/02/2023,BMAR,2SPY  240229P00360600,2SPY  240229P00360600,SPY 02/29/2024 360.6 P,-2096.00,2.442600,-511968.96,-0.58%,88266885.00,2450000,98.000000000000,
11/02/2023,BMAR,2SPY  240229P00396270,2SPY  240229P00396270,SPY 02/29/2024 396.27 P,2096.00,6.197100,1298912.16,1.47%,88266885.00,2450000,98.000000000000,
11/02/2023,BMAR,Cash&Other,Cash&Other,Cash & Other,160856.52,1.000000,160856.52,0.18%,88266885.00,2450000,98.000000000000,Y
11/02/2023,BMAY,2SPY  240430C00004170,2SPY  240430C00004170,SPY 04/30/2024 4.17 C,2642.00,415.562300,109791559.66,98.20%,111802250.00,3625000,145.000000000000,
